Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
China,CHN,130.8845846,135.8516441,154.3664487,173.5235943,189.3464918,211.247682,230.1983201,249.9728879,293.0861976,358.3402761,385.0460685,439.5453731,505.7609997,557.7079587,593.2996695,633.5446953,664.29036,711.7505614,789.7771948,885.9019971,962.2886882
Cote d'Ivoire,CIV,176.1481811,173.2842976,168.9076729,156.0200435,157.6860844,147.8449178,144.4494182,140.9717109,149.0749293,150.2243002,155.6813461,144.1128788,157.3278282,142.8810386,158.8542048,147.4658668,155.8775573,157.0231189,158.0805993,175.7779871,200.1618923
Cameroon,CMR,85.76783388,84.1412157,90.11159191,91.27427912,93.26195933,96.80768491,99.79502373,103.1983105,103.7528356,99.71582435,103.1168414,113.9344661,118.8096054,115.983545,127.6183887,123.5902917,127.9073681,125.4058408,138.3492634,142.9729053,145.9452116
"Congo, Dem. Rep.",COD,6.717033951,11.38624268,11.32271118,17.00435452,20.94459228,21.3761003,23.21293708,24.20184769,29.20745778,26.71780643,23.79773898,21.22161722,21.48688592,26.10535374,32.80123357,34.83702901,40.70909615,42.54308735,35.44944066,39.1323126,44.6144727
"Congo, Rep.",COG,57.25888724,82.04833143,67.24417434,75.74231303,77.4170075,73.92771894,78.79666832,81.07379044,100.0721917,103.4505552,95.40019057,91.19351285,115.7823835,112.9336091,112.1080239,109.2958558,102.3293153,102.7611225,73.57746192,99.11428071,158.5550734
Colombia,COL,377.6548471,407.3298694,402.9530208,423.3348042,453.2882561,505.0940129,572.4176432,634.8803424,696.4372816,749.9051927,758.1232165,785.0924926,807.8432939,889.1659482,952.560112,996.502195,1052.205343,1100.726897,1156.113233,1275.970429,1335.858563
Comoros,COM,132.191484,122.1773186,127.3187128,128.9178687,128.6407651,127.1034007,121.9879207,117.8626853,114.5866121,113.4687078,118.2317532,130.6630631,137.3957753,142.6411855,151.2388409,132.7256864,142.0590425,170.6950529,164.0018723,176.978215,179.3881967
Cabo Verde,CPV,127.973943,140.9688772,148.6080708,147.2315176,161.5291232,174.0822035,200.0140954,209.6331281,192.8166901,205.6564159,240.8096002,242.9308072,282.7059201,290.4369206,290.6254226,274.7694315,291.4566683,332.9781713,347.0345905,360.8791861,366.3002334
Costa Rica,CRI,512.416967,524.6741038,574.9676678,610.0670663,612.9824521,650.9493371,738.3994616,816.2255437,917.5476052,951.5882276,1022.857978,1089.185831,1103.694319,1140.907793,1218.932498,1284.953125,1382.818256,1420.897686,1540.555722,1622.461337,1737.445306
Caribbean small states,CSS,442.5171427,430.5191015,474.7986659,481.7138853,541.0468835,568.6659805,608.2368374,678.2922635,682.2491449,763.4398776,758.3370426,756.3108339,750.5748809,779.9359997,801.207661,852.8920791,898.9554855,969.5021958,993.3295851,1053.935817,1056.50606
Cuba,CUB,548.9310466,640.6062312,713.1875357,758.9952936,750.0191913,1070.929469,1291.471543,1839.72361,1968.037203,2181.369684,2029.871844,2158.661463,1879.450753,2221.229434,2700.486267,3176.121847,2492.109398,2466.84572,2484.068216,2552.083076,2594.528835
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,1135.766555,1227.680692,1330.514023,1377.122235,1412.335149,1520.418709,1655.236095,1783.018481,2122.579572,2221.293094,2205.84479,2176.959888,2091.355928,2100.013115,2077.87349,2170.433667,2395.960159,2557.846199,2795.305289,2962.648858,3218.903419
Czechia,CZE,923.5152681,1031.557277,1127.055925,1274.856809,1329.564323,1402.737212,1476.820525,1580.047966,1777.905184,2015.881871,1919.227983,2010.957322,2042.604622,2379.507583,2472.175498,2441.335183,2568.33707,2869.785138,3079.399159,3265.212076,3846.020647
Germany,DEU,2691.067625,2817.448162,2973.189141,3110.956794,3178.547378,3277.211977,3474.9106,3645.223858,3870.153021,4132.284373,4320.825091,4588.357683,4711.769213,4956.136762,5195.500088,5356.686912,5693.392629,6019.77953,6337.138533,6515.072261,7031.941977
Djibouti,DJI,68.41475518,65.93047314,85.7006263,97.81065905,85.03063102,86.39410566,98.95636889,102.4002956,101.1129692,102.0624867,100.435942,119.0378398,118.8180001,108.9322779,115.6375428,128.5899702,116.8809738,109.8929516,110.2630683,104.971349,105.2236403
Dominica,DMA,353.3842487,316.0716506,312.0089403,350.9678992,362.7909995,394.4028967,408.3779867,446.7023607,513.9199647,505.2552813,532.4409017,561.3429896,593.6259006,559.734746,588.4036755,584.419687,623.0192405,628.7314406,743.9993897,669.8779841,661.1620428
Denmark,DNK,2326.745887,2491.40957,2670.24316,2747.735371,2970.713732,3109.049098,3429.303013,3646.973541,3938.907703,4314.198747,4572.324328,4629.337007,4723.600484,4837.090509,4952.499035,5094.61322,5347.763813,5605.822492,5816.91949,5949.893608,6350.520949
Dominican Republic,DOM,321.6076421,331.5976712,354.3767613,309.0401159,313.6799727,354.6387097,361.1802003,410.1890732,475.3111798,498.3198472,557.1609328,592.498645,594.8647796,607.0464749,639.1212996,687.781197,728.194955,742.508433,738.7183062,802.9382258,873.7979444
Algeria,DZA,297.2659631,339.4813193,349.191809,363.143972,377.4540259,371.1529191,397.5317688,472.9916285,533.7247515,684.5134059,672.3797448,713.4293743,800.909964,790.96993,854.9435188,842.4306083,772.1144555,741.5637574,741.4194295,754.2094542,735.7534569
East Asia & Pacific (excluding high income),EAP,126.6640346,134.008097,147.6821658,166.4393375,180.0916263,203.1017383,222.17559,242.7890403,274.7197293,323.9483185,346.1171586,390.9814947,444.6923428,484.668734,513.3219962,544.2279546,570.7129574,607.4314474,669.621931,744.0521014,805.7301943
Early-demographic dividend,EAR,184.5575645,198.3072443,197.2845671,208.8169607,219.3345318,235.9553417,257.1683185,275.3887905,284.0301723,310.3161215,314.8464162,330.6999368,346.9578964,367.4978745,378.9827373,389.6126676,401.2585893,407.2035762,411.3717889,390.2711659,398.0166018
East Asia & Pacific,EAS,280.0685895,297.3875124,316.6903191,342.5432205,365.0364065,397.45199,427.704596,459.9376777,501.4792592,559.7373389,595.5519459,673.8636634,736.2489382,788.5979799,824.497321,867.1971594,895.0030223,937.7101638,1009.314644,1085.880757,1159.698698
Europe & Central Asia (excluding high income),ECA,319.0616908,350.9083483,393.6303364,428.6421898,458.1078989,515.9654986,613.6252831,670.104382,776.2907133,832.5827443,814.4037305,832.658691,900.7119856,977.8681879,1002.671193,988.5758569,1018.025694,1073.651736,1143.287756,1218.856289,1485.793854
Europe & Central Asia,ECS,1213.097739,1301.522775,1406.691976,1488.043601,1571.452398,1657.768082,1819.326929,1922.095454,2096.813047,2216.46619,2257.675527,2331.800749,2405.091327,2519.857921,2587.889669,2638.164208,2772.584911,2895.727842,3030.231219,3162.668409,3478.944427
Ecuador,ECU,195.3450414,229.9714389,284.8432773,356.1932677,397.9964437,426.8246713,460.0490386,444.3101503,476.9363155,503.6587682,556.8116717,638.7693129,696.8420453,757.8423573,787.2865206,829.4022903,805.8057648,867.6168765,934.9124338,928.174998,930.9984088
"Egypt, Arab Rep.",EGY,289.2221212,328.888553,341.8481034,333.5981695,324.8839543,347.7009113,369.2305441,365.5300169,393.4501653,398.9542268,394.4412567,420.5161464,494.9054793,522.4020209,517.9419926,581.1656721,568.2484015,587.8610742,551.4485002,563.5870464,524.0203787
Euro area,EMU,2147.272772,2279.733586,2429.090823,2531.209559,2643.246456,2765.367032,2987.312625,3131.351165,3354.124115,3527.285149,3613.074613,3734.342668,3799.776113,3939.89196,4041.769815,4143.947454,4387.181037,4575.594633,4774.72209,4942.024831,5264.770912
Eritrea,ERI,69.71475751,77.34539198,88.35738914,92.37275094,88.27359571,89.22907876,89.48399529,70.61752143,68.60875171,63.40764161,63.75546339,85.01772287,63.05397525,75.08957421,80.4988729,70.82683786,60.06009924,57.58062468,72.76006364,81.79648167,74.31007306
Spain,ESP,1471.102418,1560.482347,1673.402786,1910.600461,2019.81161,2152.13716,2426.272575,2596.534592,2805.624027,2930.675306,2894.729483,2926.374659,2900.921821,2933.981946,3045.095389,3185.083352,3341.026812,3542.705464,3674.183339,3826.776392,4047.753611
Estonia,EST,485.0137678,491.4535221,546.9086139,636.3498093,742.0883889,838.3687308,918.6384096,1104.035962,1302.357141,1339.871523,1365.166565,1426.672805,1513.638347,1649.725431,1839.727416,1938.466804,2098.463269,2234.290796,2441.556413,2586.476395,2919.387221
Ethiopia,ETH,20.81447941,24.22246298,24.20036779,24.35511151,24.32130749,25.90651036,31.24522932,38.98636741,36.6247799,42.37749078,55.21503283,49.78651011,54.08655019,51.39118676,60.04663217,62.35116488,66.55804009,68.65189668,69.94286693,73.53460366,82.73427869
European Union,EUU,1814.617497,1938.480716,2078.509272,2177.14935,2280.923942,2388.667587,2583.185147,2720.666333,2934.899012,3093.793684,3179.405093,3303.502916,3371.648417,3510.252181,3605.896149,3701.188508,3924.805968,4107.180139,4295.055042,4456.694596,4762.127288
Fragile and conflict affected situations,FCS,119.2331946,130.264215,127.2548489,150.8007369,163.5976572,164.1039992,187.7195622,198.4789998,191.9123527,210.7387066,199.9548874,205.9219229,201.5707482,211.8809993,216.9769423,209.588412,208.70916,216.0926786,210.9118234,205.2604699,211.9929411
Finland,FIN,1899.713852,2015.439929,2181.912605,2306.13307,2514.602921,2656.451326,2854.310816,3058.715854,3344.256179,3478.760843,3561.465094,3773.84676,3918.09283,4068.621652,4084.408825,4099.057465,4213.999184,4341.642742,4484.572787,4615.376616,4896.908506
Fiji,FJI,211.6465206,185.439464,197.6975582,201.0072773,235.9634502,243.0501207,259.7257944,267.2682276,252.9297423,277.6421646,278.2320115,267.41678,296.8894609,313.2879403,361.7284602,390.8157167,393.5536972,408.626207,484.4193313,527.3851696,445.0825643
France,FRA,2515.828862,2684.626226,2876.459847,2858.090881,2973.357278,3135.555933,3392.965634,3540.363348,3706.475753,3936.012009,4053.295668,4211.189186,4281.725544,4534.935618,4640.494901,4679.892545,4936.365222,5071.065716,5228.326116,5452.003288,5740.382129
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,163.4345077,185.4898319,176.6552358,222.1841645,278.8220736,434.8306999,272.5392951,285.1327581,310.2885652,332.4870768,360.7214703,378.2468596,353.2632433,340.2939661,326.6739413,365.2643199,390.7682971,378.81164,369.594373,366.3584467,371.0382134
Gabon,GAB,387.8915847,428.0435282,445.9620824,480.3244935,455.4590557,407.3957427,422.9801111,456.4504281,384.4020034,519.6973383,348.6342483,380.1651123,354.1552165,410.1574779,372.8788119,375.0656749,427.3024885,402.599089,400.6807432,417.7546363,502.6359496
United Kingdom,GBR,1907.128562,2059.709673,2243.190704,2456.912251,2678.251296,2756.967185,3017.429948,3083.39601,3338.762608,3546.478919,3654.895257,3720.397182,3837.708117,3971.954928,4102.004189,4202.952361,4342.905636,4460.672735,4607.670102,4856.495518,5577.415887
Georgia,GEO,219.5127311,241.0880978,287.3360891,337.6031675,372.1620468,422.876987,453.5666947,514.3970188,614.1997919,679.8352205,677.3628647,658.6041874,775.020967,821.4253089,901.6268062,886.4688912,1016.365627,948.0144223,1025.622776,1026.138934,1107.534985
Ghana,GHA,69.60593937,81.85306703,77.03637268,78.4143748,80.57182053,112.8805769,120.529286,126.6577087,137.9427807,160.1990205,163.8979806,209.1030486,198.8837383,235.043484,215.9363056,228.138699,163.1298595,161.7229526,178.4555902,188.9707771,221.3316447
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,53.13989062,57.10793837,66.76381424,60.77112954,62.47444264,61.2070111,53.08882443,54.56415637,53.27315102,56.80829539,56.25311928,65.41505519,60.07453604,61.76969182,85.01086897,103.9275213,110.3727051,93.3202014,94.6220739,107.9260692,110.5229357
"Gambia, The",GMB,202.0407971,179.8894465,191.2544621,171.6626935,107.8030964,104.7386396,105.1032442,98.27379952,97.03925016,96.86689497,92.84472863,89.55047569,86.79455918,76.73297825,57.20888733,60.77246716,61.30698743,64.64225249,68.91385855,68.58227711,54.6864839
Guinea-Bissau,GNB,74.45555364,75.43884027,68.47613199,71.84686823,88.87694421,90.08577758,91.5836222,95.54693176,96.03563183,93.98814866,90.09672349,91.43645008,82.95198458,98.91366382,143.5441415,138.6674809,149.2718203,142.7008457,144.6249382,164.5412642,164.5572409
Equatorial Guinea,GNQ,161.8587153,273.6928976,336.3520147,416.7028681,422.5750891,362.0657785,390.0691108,455.9005264,607.7754158,596.5179022,516.8615879,459.1535446,410.1258874,564.2737751,640.2830199,608.0830143,558.8278784,580.6411606,564.5000217,510.1613071,594.2814467
Greece,GRC,1417.581091,1677.872792,1864.497566,2021.336632,2063.527141,2194.105554,2361.132296,2465.12117,2728.051868,2859.009262,2679.208482,2356.136482,2214.806296,2185.091264,2094.479563,2192.190722,2322.725935,2324.130451,2403.162264,2489.30966,2652.950761
Grenada,GRD,391.9365372,409.9399902,471.7491181,448.0478887,460.8679344,512.5646029,500.4492451,555.0496972,583.4474825,550.1056943,548.4155109,599.476623,602.6424203,618.6525276,574.6795055,605.7977775,612.9649711,692.4220525,722.5865239,791.7385757,810.3750764
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,271.9256635,312.7223915,319.4705847,333.1356517,347.9177332,353.5620326,388.9692219,401.2671609,407.3130724,412.3863129,405.539546,408.2988825,430.2083827,419.2552476,445.0183336,478.8206221,484.8736658,495.488663,514.1947009,541.6041222,556.081293
Guam,GUM,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,158.5113042,159.5111727,173.6288019,179.8814654,193.6649908,213.4835766,240.0905777,282.7561409,291.5773802,316.0234197,331.6062341,379.6629838,394.5760645,425.788817,439.3828383,457.867502,461.2931442,526.6561998,621.5188382,658.8452175,1070.963425
High income,HIC,2518.474992,2703.792327,2904.247593,3091.336859,3265.295087,3440.082328,3674.829953,3865.869176,4049.326051,4250.114049,4381.181262,4571.779812,4718.297163,4876.197089,5070.609346,5265.599937,5480.284583,5678.907456,5899.549954,6204.710275,6741.815431
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,160.4229159,155.1001259,167.6767136,192.0347388,203.3008333,237.4408138,266.9126395,292.4822418,323.4891339,325.4784924,324.4778607,339.6873902,343.0610068,344.793115,345.7522385,353.9197587,388.8546187,381.7033158,411.6310776,427.4188408,479.217144
Heavily indebted poor countries (HIPC),HPC,55.69571739,57.96478366,61.57931552,66.1089131,71.37285299,77.64802074,86.81303335,91.08842295,92.97411283,99.80222018,101.2163286,108.7727768,105.0116263,112.8891184,117.040546,123.9024245,126.6175469,125.247816,126.2843285,130.0178121,134.5936007
Croatia,HRV,811.0705119,836.1794576,784.1454918,861.9317777,955.4527992,1056.767432,1217.077193,1444.729473,1604.325538,1633.002429,1598.756369,1612.717812,1644.482885,1420.099293,1475.166552,1553.320256,1692.24028,1798.330035,1943.076654,2074.768514,2228.970236
Haiti,HTI,88.43648962,83.11424172,76.73664246,81.91824941,79.14764579,79.7467137,86.56269015,95.94295052,101.7659213,99.61198283,122.059787,168.306978,155.884467,122.8465136,135.8046252,148.9456648,150.0136432,121.7715979,141.318216,126.4358155,100.5625244
Hungary,HUN,802.5746702,900.4677877,1032.774977,1255.377126,1260.948858,1364.599382,1429.159767,1374.121536,1467.76752,1495.394345,1617.207149,1720.489392,1722.257851,1773.085585,1808.397164,1834.461784,1949.249043,1985.895951,2097.778882,2110.193924,2407.70978
IBRD only,IBD,218.8611901,234.9348873,247.1326297,262.6812525,281.54075,304.2457606,335.3241496,363.758159,397.5865536,440.3934348,453.7541478,483.188479,519.4978872,556.5888863,577.4605462,594.9163553,613.4070713,642.0059927,679.2938236,721.0668061,769.6294039
IDA & IBRD total,IBT,185.9320167,198.8376974,207.9984874,222.5275843,237.7218597,256.5563557,282.0415078,304.3851456,330.4854386,363.9210173,372.6371537,395.1773345,422.2815791,453.1215662,469.2349736,483.1414624,498.7056212,518.8919248,545.8694795,576.6823851,613.2354634
IDA total,IDA,63.61319491,66.52134923,68.99817069,80.99900063,85.24521706,92.72511744,101.4117974,105.8250805,108.9715262,114.7212123,114.2873103,118.4992326,120.6353395,130.7609367,135.9862256,143.0276409,147.3966819,149.1844768,150.496745,155.015756,163.4010904
IDA blend,IDB,81.50340894,83.72710495,82.89693596,109.855742,111.740637,122.6029984,132.2220178,135.4235366,137.5949486,139.9543967,135.4371589,136.0922125,140.9191342,152.2541446,155.418712,162.2667195,166.3367251,172.9818937,170.3969365,175.5154231,188.629367
Indonesia,IDN,94.46460561,112.7895845,110.4097755,131.9876029,132.5349506,170.3437188,189.0838032,219.6932151,212.7811075,223.4275319,235.2624246,269.7274806,281.0857661,287.1933514,303.3696982,298.8378674,316.7318132,317.7721968,334.6773833,359.0245883,414.8324935
IDA only,IDX,54.54348888,57.75913123,62.10185976,66.65563525,72.06544673,77.85295477,86.0711028,91.07190891,94.6719847,102.081332,103.3638784,109.3979539,110.1433027,119.3963548,125.7407367,132.9201389,137.1993893,136.557304,139.9660256,144.1944952,150.1133797
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,
India,IND,85.79252051,95.35328444,98.25146597,100.2999229,107.9235594,113.1519414,118.0790802,125.5549969,130.3577616,138.0785899,140.6272484,145.0292805,160.7393162,188.1067989,187.7561393,194.6091659,202.4881434,179.4488128,188.661255,200.7363008,190.7382551
Not classified,INX,,,,,,,,,,,,,,,,,,,,,
